model,best_depth,train_accuracy_at_best_depth,validation_accuracy_at_best_depth,test_accuracy,test_roc_auc
decision_tree,8,0.6839400738221032,0.6477581152969276,0.6403213549017479,0.6944627106392975
gbdt,8,0.8048599551277412,0.6476495494517425,0.6391814135273043,0.6958841989085421
random_forest,8,0.6900195411449663,0.6513407881880361,0.6458582130061883,0.7066803854574893
